Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1543,data analytics course,127.0,4625.0,207.62,17.0,3.0,0.024,1811.0,2024-11-17,hyderabad,Desktop,learn data analytics
A1544,data analytics course,170.0,4689.0,195.98,26.0,6.0,0.035,1873.0,2024-11-14,hyderabad,Desktop,data analitics online
A1545,data analytics course,115.0,3764.0,197.47,20.0,5.0,0.0489792299898682,1952.0,2024-11-27,hyderabad,Desktop,learn data analytics
A1546,data analytics course,132.0,3365.0,198.01,17.0,9.0,0.068,1161.0,2024-11-14,hyderabad,Desktop,analytics for data
A1547,data analytics course,168.0,3392.0,230.77,15.0,9.0,0.054,1504.0,2024-11-11,hyderabad,Mobile,online data analytic
A1548,data analytics course,145.0,5978.0,223.3,30.0,10.0,0.0489792299898682,1859.0,2024-11-20,hyderabad,Mobile,online data analytic
A1549,data analytics course,163.0,3340.0,217.35,26.0,7.0,0.043,1751.0,2024-11-24,hyderabad,Tablet,data anaytics training
A1550,data analytics course,84.0,4407.0,192.52,19.0,10.0,0.119,1221.0,2024-11-03,hyderabad,Tablet,learn data analytics
A1551,data analytics course,124.0,3180.0,180.8,17.0,6.0,0.048,1822.0,2024-11-11,hyderabad,Mobile,online data analytic
A1552,data analytics course,162.0,4947.0,233.76,23.0,6.0,0.045,1973.0,2024-11-15,hyderabad,Tablet,data analytics course
A1553,data analytics course,119.0,4480.0,184.25,20.0,3.0,0.025,1985.0,2024-11-22,hyderabad,Mobile,online data analytic
A1554,data analytics course,151.0,5595.0,246.66,24.0,4.0,0.026,1921.0,2024-11-29,hyderabad,Desktop,learn data analytics
A1555,data analytics course,190.0,4808.0,199.94,16.0,6.0,0.032,1454.0,2024-11-03,hyderabad,Desktop,data analitics online
A1556,data analytics course,138.0,3382.0,204.12,27.0,7.0,0.051,1386.0,2024-05-11,hyderabad,Tablet,learn data analytics
A1557,data analytics course,100.0,4643.0,214.46,16.0,9.0,0.09,1179.0,2024-11-03,hyderabad,Tablet,online data analytic
A1558,data analytics course,187.0,5400.0,210.0,14.0,7.0,0.0489792299898682,1945.0,2024-11-15,hyderabad,Desktop,analytics for data
A1559,data analytics course,176.0,3400.0,191.5,29.0,3.0,0.0489792299898682,1429.0,2024-11-28,hyderabad,Mobile,online data analytic
A1560,data analytics course,117.0,4223.0,215.09062325209752,28.0,6.0,0.059,1489.0,2024-11-10,hyderabad,Mobile,data anaytics training
A1561,data analytics course,196.0,4523.280832678712,206.31,24.0,8.0,0.051,1426.0,2024-11-23,hyderabad,Tablet,data analitics online
A1562,data analytics course,155.0,3864.0,222.17,12.0,3.0,0.0489792299898682,1407.0,2024-11-21,hyderabad,Mobile,data anaytics training
A1563,data analytics course,188.0,3838.0,240.99,15.0,3.0,0.016,1951.0,2024-10-11,hyderabad,Mobile,data analytics course
A1564,data analytics course,81.0,5659.0,222.98,25.0,4.0,0.057,1654.0,2024-11-19,hyderabad,Tablet,data analitics online
A1565,data analytics course,125.0,4794.0,215.09062325209752,28.0,7.0,0.051,1453.0,2024-11-22,hyderabad,Desktop,data analitics online
A1566,data analytics course,158.0,5214.0,222.28,21.0,3.0,0.019,1630.0,2024-03-11,hyderabad,Desktop,data analytics course
A1567,data analytics course,133.0,5762.0,196.02,10.0,5.0,0.038,1498.6481105241771,2024-11-03,hyderabad,Tablet,data analytics course
A1568,data analytics course,128.0,5026.0,239.88,15.0,9.0,0.07,1745.0,2024-11-25,hyderabad,Mobile,analytics for data
A1569,data analytics course,148.0,3883.0,181.4,30.0,4.0,0.027,1966.0,2024-11-16,hyderabad,Desktop,analytics for data
A1570,data analytics course,92.0,4605.0,234.69,29.0,3.0,0.0489792299898682,1264.0,2024-11-30,hyderabad,Mobile,data anaytics training
A1571,data analytics course,147.0,4523.280832678712,205.83,25.0,8.0,0.0489792299898682,1728.0,2024-11-02,hyderabad,Desktop,data analytics course
A1572,data analytics course,136.0,5454.0,247.7,13.0,6.0,0.044,1687.0,2024-11-06,hyderabad,Mobile,data analitics online
A1573,data analytics course,132.0,4957.0,220.43,28.0,6.0,0.045,1218.0,2024-03-11,hyderabad,Mobile,online data analytic
A1574,data analytics course,173.0,4523.280832678712,241.61,28.0,3.0,0.017,1191.0,2024-11-13,hyderabad,Tablet,learn data analytics
A1575,data analytics course,85.0,4747.0,224.35,26.0,5.0,0.059,1087.0,2024-01-11,hyderabad,Tablet,data analytics course
A1576,data analytics course,129.0,5874.0,200.17,12.0,5.0,0.039,1405.0,2024-11-29,hyderabad,Tablet,online data analytic
A1577,data analytics course,181.0,4730.0,243.35,16.0,4.0,0.0489792299898682,1975.0,2024-11-20,hyderabad,Mobile,online data analytic
A1578,data analytics course,85.0,5341.0,249.64,21.0,6.0,0.032,1388.0,2024-11-10,hyderabad,Mobile,online data analytic
A1579,data analytics course,92.0,4327.0,188.6,14.0,7.0,0.0489792299898682,1140.0,2024-11-22,hyderabad,Tablet,data anaytics training
A1580,data analytics course,192.0,4523.280832678712,180.82,27.0,4.0,0.021,1847.0,2024-09-11,hyderabad,Mobile,data anaytics training
A1581,data analytics course,146.0,4484.0,194.67,27.0,9.0,0.052,1234.0,2024-11-02,hyderabad,Tablet,data anaytics training
A1582,data analytics course,178.0,4311.0,205.46,18.0,4.0,0.022,1671.0,2024-11-18,hyderabad,Tablet,analytics for data
A1583,data analytics course,197.0,3009.0,233.44,22.0,9.0,0.046,1374.0,2024-11-18,hyderabad,Tablet,analytics for data
A1584,data analytics course,176.0,3110.0,205.23,23.0,5.0,0.028,1746.0,2024-11-19,hyderabad,Desktop,online data analytic
A1585,data analytics course,98.0,3365.0,224.28,27.0,9.0,0.0489792299898682,1108.0,2024-11-27,hyderabad,Desktop,data anaytics training
A1586,data analytics course,105.0,3274.0,187.89,24.0,4.0,0.038,1360.0,2024-11-09,hyderabad,Desktop,learn data analytics
A1587,data analytics course,113.0,3231.0,210.13,19.0,10.0,0.041,1234.0,2024-11-15,hyderabad,Desktop,online data analytic
A1588,data analytics course,138.95699356913184,3440.0,246.53,13.0,10.0,0.0489792299898682,1217.0,2024-11-27,hyderabad,Tablet,online data analytic
A1589,data analytics course,88.0,5196.0,197.32,26.0,5.0,0.057,1438.0,2024-11-03,hyderabad,Desktop,online data analytic
A1590,data analytics course,106.0,5321.0,239.76,11.0,7.0,0.066,1910.0,2024-11-24,hyderabad,Desktop,data anaytics training
A1591,data analytics course,148.0,5841.0,243.09,15.0,7.0,0.047,1535.0,2024-11-29,hyderabad,Mobile,data analitics online
A1592,data analytics course,174.0,4523.280832678712,227.96,25.0,5.0,0.029,1566.0,2024-11-15,hyderabad,Tablet,online data analytic
A1593,data analytics course,196.0,5776.0,227.24,30.0,4.0,0.02,1498.6481105241771,2024-04-11,hyderabad,Mobile,data anaytics training
A1594,data analytics course,128.0,4729.0,243.45,25.0,9.0,0.031,1782.0,2024-11-23,hyderabad,Desktop,learn data analytics
A1595,data analytics course,163.0,5371.0,215.89,29.0,7.0,0.043,1906.0,2024-11-05,hyderabad,Tablet,data analytics course
A1596,data analytics course,183.0,5268.0,203.65,17.0,5.0,0.027,1731.0,2024-11-12,hyderabad,Mobile,learn data analytics
A1597,data analytics course,196.0,5386.0,224.31,23.0,4.0,0.02,1423.0,2024-11-30,hyderabad,Tablet,learn data analytics
A1598,data analytics course,121.0,4432.0,218.71,25.0,10.0,0.0489792299898682,1568.0,2024-11-13,hyderabad,Desktop,analytics for data
A1599,data analytics course,174.0,3031.0,242.32,25.0,6.0,0.034,1381.0,2024-11-08,hyderabad,Mobile,online data analytic
A1600,data analytics course,142.0,5999.0,214.05,27.0,7.0,0.0489792299898682,1064.0,2024-11-21,hyderabad,Desktop,analytics for data
A1601,data analytics course,118.0,3274.0,222.62,10.0,3.0,0.025,1716.0,2024-09-11,hyderabad,Tablet,analytics for data
A1602,data analytics course,118.0,5889.0,193.01,17.0,10.0,0.085,1789.0,2024-11-10,hyderabad,Desktop,online data analytic
A1603,data analytics course,149.0,5601.0,222.01,15.0,6.0,0.04,1514.0,2024-11-25,hyderabad,Desktop,analytics for data
A1604,data analytics course,127.0,4295.0,212.6,26.0,10.0,0.079,1713.0,2024-11-19,hyderabad,Tablet,data analytics course
A1605,data analytics course,195.0,5135.0,226.37,17.0,3.0,0.0489792299898682,1498.6481105241771,2024-11-24,hyderabad,Desktop,data anaytics training
A1606,data analytics course,173.0,5233.0,229.38,28.0,7.0,0.0489792299898682,1322.0,2024-11-16,hyderabad,Mobile,learn data analytics
A1607,data analytics course,131.0,5727.0,218.65,28.0,4.0,0.031,1631.0,2024-11-07,hyderabad,Mobile,data anaytics training
A1608,data analytics course,105.0,4691.0,213.15,21.0,3.0,0.035,1276.0,2024-11-22,hyderabad,Desktop,analytics for data
A1609,data analytics course,104.0,3409.0,207.63,19.0,4.0,0.0489792299898682,1195.0,2024-11-16,hyderabad,Mobile,analytics for data
A1610,data analytics course,139.0,4333.0,230.05,19.0,6.0,0.043,1407.0,2024-11-21,hyderabad,Desktop,analytics for data
A1611,data analytics course,110.0,4430.0,197.84,23.0,5.0,0.045,1498.6481105241771,2024-11-15,hyderabad,Mobile,learn data analytics
A1612,data analytics course,193.0,4860.0,181.27,14.0,5.0,0.026,1498.6481105241771,2024-11-16,hyderabad,Desktop,online data analytic
A1613,data analytics course,109.0,4396.0,188.6,11.0,10.0,0.092,1451.0,2024-11-18,hyderabad,Mobile,data anaytics training
A1614,data analytics course,141.0,5000.0,223.7,29.0,10.0,0.071,1909.0,2024-11-12,hyderabad,Tablet,data analitics online
A1615,data analytics course,182.0,3487.0,211.71,23.0,7.0,0.038,1027.0,2024-11-24,hyderabad,Mobile,data analitics online
A1616,data analytics course,179.0,4236.0,245.01,23.0,7.0,0.039,1822.0,2024-11-07,hyderabad,Mobile,learn data analytics
A1617,data analytics course,89.0,5349.0,215.09062325209752,24.0,8.0,0.09,1371.0,2024-11-28,hyderabad,Tablet,data analitics online
A1618,data analytics course,181.0,5678.0,226.89,22.0,10.0,0.0489792299898682,1992.0,2024-11-02,hyderabad,Tablet,data anaytics training
A1619,data analytics course,85.0,5247.0,219.97,15.0,7.0,0.082,1612.0,2024-11-20,hyderabad,Desktop,analytics for data
A1620,data analytics course,179.0,3685.0,202.66,15.0,7.0,0.039,1634.0,2024-11-18,hyderabad,Desktop,data analytics course
A1621,data analytics course,172.0,5862.0,202.0,23.0,4.0,0.023,1469.0,2024-11-28,hyderabad,Desktop,online data analytic
A1622,data analytics course,196.0,5040.0,197.08,11.0,9.0,0.046,1774.0,2024-11-22,hyderabad,Desktop,data analytics course
A1623,data analytics course,138.95699356913184,3423.0,223.95,30.0,4.0,0.055,1480.0,2024-11-03,hyderabad,Desktop,analytics for data
A1624,data analytics course,135.0,5981.0,228.66,26.0,6.0,0.0489792299898682,1515.0,2024-12-11,hyderabad,Desktop,data anaytics training
A1625,data analytics course,97.0,3495.0,230.83,16.0,6.0,0.062,1675.0,2024-11-23,hyderabad,Tablet,analytics for data
A1626,data analytics course,137.0,3702.0,215.41,25.0,9.0,0.066,1010.0,2024-10-11,hyderabad,Desktop,learn data analytics
A1627,data analytics course,164.0,3405.0,217.58,10.0,3.0,0.018,1885.0,2024-11-30,hyderabad,Desktop,data analitics online
A1628,data analytics course,178.0,3370.0,180.66,25.0,9.0,0.051,1830.0,2024-11-24,hyderabad,Desktop,online data analytic
A1629,data analytics course,146.0,4455.0,227.13,16.0,5.0,0.0489792299898682,1040.0,2024-11-24,hyderabad,Tablet,online data analytic
A1630,data analytics course,149.0,4670.0,218.31,10.0,10.0,0.067,1623.0,2024-11-02,hyderabad,Mobile,analytics for data
A1631,data analytics course,193.0,4287.0,204.62,15.0,3.0,0.0489792299898682,1800.0,2024-11-09,hyderabad,Tablet,data anaytics training
A1632,data analytics course,138.95699356913184,3546.0,183.41,27.0,7.0,0.0489792299898682,1701.0,2024-11-28,hyderabad,Mobile,data anaytics training
A1633,data analytics course,106.0,4740.0,229.13,19.0,3.0,0.028,1149.0,2024-11-11,hyderabad,Desktop,online data analytic
A1634,data analytics course,131.0,5642.0,184.57,20.0,9.0,0.0489792299898682,1827.0,2024-11-16,hyderabad,Mobile,data analytics course
A1635,data analytics course,111.0,4161.0,185.58,10.0,7.0,0.0489792299898682,1434.0,2024-11-04,hyderabad,Desktop,data anaytics training
A1636,data analytics course,144.0,4241.0,181.4,24.0,5.0,0.035,1693.0,2024-11-19,hyderabad,Mobile,online data analytic
A1637,data analytics course,151.0,5875.0,192.46,28.0,7.0,0.0489792299898682,1459.0,2024-11-18,hyderabad,Mobile,data analitics online
A1638,data analytics course,146.0,5457.0,215.09062325209752,15.0,5.0,0.034,1029.0,2024-11-02,hyderabad,Desktop,data analytics course
A1639,data analytics course,133.0,4780.0,198.66,22.0,4.0,0.03,1905.0,2024-09-11,hyderabad,Tablet,online data analytic
A1640,data analytics course,138.95699356913184,5922.0,239.1,12.0,3.0,0.048,1733.0,2024-11-06,hyderabad,Desktop,data analytics course
A1641,data analytics course,82.0,3454.0,228.02,30.0,7.0,0.049,1463.0,2024-11-09,hyderabad,Desktop,learn data analytics
A1642,data analytics course,135.0,3449.0,200.06,17.0,5.0,0.037,1950.0,2024-11-07,hyderabad,Mobile,data analytics course
A1643,data analytics course,199.0,4287.0,235.58,12.0,10.0,0.05,1276.0,2024-11-10,hyderabad,Tablet,data analytics course
A1644,data analytics course,123.0,5000.0,187.67,25.0,3.0,0.024,1351.0,2024-11-07,hyderabad,Tablet,data analitics online
A1645,data analytics course,154.0,3437.0,211.63,28.0,4.0,0.026,1604.0,2024-11-14,hyderabad,Tablet,data anaytics training
A1646,data analytics course,88.0,3475.0,191.96,12.0,7.0,0.08,1204.0,2024-11-25,hyderabad,Desktop,online data analytic
A1647,data analytics course,165.0,4889.0,180.19,21.0,4.0,0.024,1458.0,2024-11-19,hyderabad,Mobile,analytics for data
A1648,data analytics course,87.0,3639.0,220.76,22.0,3.0,0.036,1231.0,2024-11-14,hyderabad,Mobile,analytics for data
A1649,data analytics course,147.0,3959.0,181.18,27.0,9.0,0.061,1627.0,2024-11-26,hyderabad,Mobile,analytics for data
A1650,data analytics course,137.0,5400.0,180.04,10.0,10.0,0.073,1375.0,2024-11-29,hyderabad,Tablet,analytics for data
A1651,data analytics course,188.0,5528.0,245.03,13.0,10.0,0.053,1202.0,2024-11-29,hyderabad,Desktop,analytics for data
A1652,data analytics course,162.0,5456.0,193.69,10.0,6.0,0.037,1992.0,2024-11-29,hyderabad,Tablet,online data analytic
A1653,data analytics course,102.0,4308.0,221.54,13.0,7.0,0.06,1096.0,2024-11-08,hyderabad,Mobile,data analitics online
A1654,data analytics course,120.0,3245.0,196.09,15.0,9.0,0.075,1056.0,2024-11-22,hyderabad,Desktop,data anaytics training
A1655,data analytics course,125.0,3339.0,205.32,18.0,4.0,0.054,1985.0,2024-11-28,hyderabad,Desktop,data analytics course
A1656,data analytics course,155.0,5977.0,187.28,16.0,7.0,0.0489792299898682,1607.0,2024-11-10,hyderabad,Desktop,online data analytic
A1657,data analytics course,137.0,4231.0,226.49,25.0,5.0,0.036,1078.0,2024-11-12,hyderabad,Tablet,analytics for data
A1658,data analytics course,91.0,4506.0,195.99,12.0,3.0,0.045,1179.0,2024-11-22,hyderabad,Tablet,learn data analytics
A1659,data analytics course,87.0,4869.0,220.97,29.0,5.0,0.057,1480.0,2024-11-05,hyderabad,Desktop,data anaytics training
A1660,data analytics course,124.0,5716.0,217.84,28.0,8.0,0.0489792299898682,1791.0,2024-11-24,hyderabad,Mobile,data anaytics training
A1661,data analytics course,128.0,3243.0,208.41,14.0,6.0,0.037,1514.0,2024-02-11,hyderabad,Mobile,online data analytic
A1662,data analytics course,111.0,3911.0,239.24,28.0,9.0,0.0489792299898682,1097.0,2024-11-01,hyderabad,Tablet,online data analytic
A1663,data analytics course,89.0,3982.0,209.87,27.0,7.0,0.079,1920.0,2024-04-11,hyderabad,Desktop,data analytics course
A1664,data analytics course,107.0,5299.0,207.36,19.0,8.0,0.0489792299898682,1567.0,2024-11-26,hyderabad,Tablet,data anaytics training
A1665,data analytics course,181.0,4150.0,236.69,15.0,5.0,0.0489792299898682,1251.0,2024-11-10,hyderabad,Mobile,data analitics online
A1666,data analytics course,110.0,5925.0,188.18,29.0,9.0,0.082,1682.0,2024-11-23,hyderabad,Desktop,data anaytics training
A1667,data analytics course,85.0,4010.0,195.26,17.0,4.0,0.042,1853.0,2024-06-11,hyderabad,Mobile,data analitics online
A1668,data analytics course,125.0,5767.0,215.09062325209752,12.0,8.0,0.035,1020.0,2024-11-19,hyderabad,Tablet,data analitics online
A1669,data analytics course,163.0,4523.280832678712,215.09062325209752,11.0,3.0,0.018,1819.0,2024-11-20,hyderabad,Tablet,data anaytics training
A1670,data analytics course,129.0,3787.0,229.81,10.0,6.0,0.047,1221.0,2024-11-13,hyderabad,Desktop,online data analytic
A1671,data analytics course,112.0,4834.0,212.27,11.0,7.0,0.062,1524.0,2024-11-27,hyderabad,Mobile,data analitics online
A1672,data analytics course,104.0,3031.0,188.47,13.0,6.0,0.043,1998.0,2024-11-05,hyderabad,Desktop,data anaytics training
A1673,data analytics course,132.0,3754.0,180.88,21.0,10.0,0.076,1601.0,2024-11-24,hyderabad,Mobile,online data analytic
A1674,data analytics course,113.0,3281.0,241.85,16.0,6.0,0.053,1498.6481105241771,2024-08-11,hyderabad,Tablet,data analitics online
A1675,data analytics course,109.0,4910.0,236.2,24.0,8.0,0.054,1145.0,2024-11-08,hyderabad,Tablet,data anaytics training
A1676,data analytics course,144.0,5026.0,231.82,14.0,4.0,0.028,1645.0,2024-11-10,hyderabad,Desktop,data analytics course
A1677,data analytics course,179.0,5091.0,238.62,10.0,6.0,0.034,1259.0,2024-11-24,hyderabad,Mobile,learn data analytics
A1678,data analytics course,138.95699356913184,5622.0,190.87,14.0,8.0,0.0489792299898682,1400.0,2024-11-17,hyderabad,Mobile,analytics for data
A1679,data analytics course,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,2024-11-24,hyderabad,Desktop,data anaytics training
A1680,data analytics course,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,2024-11-12,hyderabad,Mobile,online data analytic
A1681,data analytics course,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,2024-11-28,hyderabad,Desktop,data analitics online
A1682,data analytics course,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,2024-11-09,hyderabad,Desktop,data analytics course
A1683,data analytics course,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,2024-11-21,hyderabad,Mobile,data analytics course
A1684,data analytics course,133.0,3332.0,201.59,14.0,7.0,0.0489792299898682,1943.0,2024-11-15,hyderabad,Tablet,data analytics course
A1685,data analytics course,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,2024-11-16,hyderabad,Mobile,data anaytics training
A1686,data analytics course,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,2024-11-28,hyderabad,Desktop,data analytics course
A1687,data analytics course,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,2024-11-02,hyderabad,Desktop,data analytics course
A1688,data analytics course,154.0,4836.0,233.8,26.0,10.0,0.0489792299898682,1838.0,2024-11-30,hyderabad,Desktop,data analytics course
A1689,data analytics course,104.0,5291.0,186.93,19.0,10.0,0.096,1805.0,2024-11-29,hyderabad,Tablet,data analytics course
A1690,data analytics course,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,2024-11-22,hyderabad,Desktop,data anaytics training
A1691,data analytics course,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,2024-11-29,hyderabad,Tablet,learn data analytics
A1692,data analytics course,186.0,5824.0,224.48,29.0,6.0,0.0489792299898682,1882.0,2024-11-28,hyderabad,Mobile,data analitics online
A1693,data analytics course,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,2024-10-11,hyderabad,Mobile,data analytics course
A1694,data analytics course,181.0,3691.0,229.14,25.0,10.0,0.0489792299898682,1375.0,2024-11-06,hyderabad,Mobile,analytics for data
A1695,data analytics course,110.0,4350.0,243.88,16.0,9.0,0.0489792299898682,1157.0,2024-11-15,hyderabad,Tablet,online data analytic
A1696,data analytics course,151.0,5656.0,191.95,18.0,7.0,0.0489792299898682,1813.0,2024-02-11,hyderabad,Mobile,data analitics online
A1697,data analytics course,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,2024-11-13,hyderabad,Desktop,data anaytics training
A1698,data analytics course,111.0,4245.0,245.76,22.0,8.0,0.072,1498.6481105241771,2024-11-07,hyderabad,Desktop,online data analytic
A1699,data analytics course,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,2024-11-17,hyderabad,Mobile,data anaytics training
A1700,data analytics course,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,2024-11-17,hyderabad,Desktop,analytics for data
A1701,data analytics course,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,2024-11-03,hyderabad,Tablet,online data analytic
A1702,data analytics course,85.0,4963.0,186.21,14.0,6.0,0.0489792299898682,1747.0,2024-05-11,hyderabad,Mobile,data analytics course
A1703,data analytics course,94.0,4544.0,235.77,23.0,8.0,0.0489792299898682,1342.0,2024-11-05,hyderabad,Tablet,online data analytic
A1704,data analytics course,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,2024-11-13,hyderabad,Tablet,data analitics online
A1705,data analytics course,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,2024-11-27,hyderabad,Tablet,data analitics online
A1706,data analytics course,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,2024-11-13,hyderabad,Tablet,online data analytic
A1707,data analytics course,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,2024-11-25,hyderabad,Desktop,data analitics online
A1708,data analytics course,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,2024-11-12,hyderabad,Mobile,learn data analytics
A1709,data analytics course,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,2024-11-11,hyderabad,Tablet,online data analytic
A1710,data analytics course,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,2024-11-21,hyderabad,Desktop,data analytics course
A1711,data analytics course,138.95699356913184,5916.0,234.46,17.0,6.0,0.044,1982.0,2024-11-02,hyderabad,Desktop,data analytics course
A1712,data analytics course,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,2024-11-20,hyderabad,Tablet,online data analytic
A1713,data analytics course,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,2024-11-05,hyderabad,Desktop,learn data analytics
A1714,data analytics course,121.0,5517.0,222.14,16.0,7.0,0.0489792299898682,1682.0,2024-11-02,hyderabad,Tablet,learn data analytics
A1715,data analytics course,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,2024-11-14,hyderabad,Tablet,online data analytic
A1716,data analytics course,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,2024-11-18,hyderabad,Mobile,data analitics online
A1717,data analytics course,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,2024-11-14,hyderabad,Tablet,analytics for data
A1718,data analytics course,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,2024-11-25,hyderabad,Desktop,data analytics course
A1719,data analytics course,86.0,5663.0,231.79,19.0,10.0,0.116,1547.0,2024-11-17,hyderabad,Mobile,data anaytics training
A1720,data analytics course,172.0,3123.0,216.67,15.0,7.0,0.0489792299898682,1759.0,2024-02-11,hyderabad,Desktop,online data analytic
A1721,data analytics course,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,2024-11-03,hyderabad,Desktop,online data analytic
A1722,data analytics course,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,2024-11-27,hyderabad,Mobile,learn data analytics
A1723,data analytics course,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,2024-11-24,hyderabad,Desktop,data anaytics training
A1724,data analytics course,132.0,4972.0,248.45,25.0,9.0,0.0489792299898682,1126.0,2024-11-19,hyderabad,Tablet,data analitics online
A1725,data analytics course,174.0,3231.0,215.09062325209752,10.0,7.0,0.04,1128.0,2024-11-12,hyderabad,Mobile,data analytics course
A1726,data analytics course,154.0,3461.0,235.36,18.0,4.0,0.0489792299898682,1212.0,2024-11-18,hyderabad,Tablet,data analitics online
A1727,data analytics course,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,2024-11-20,hyderabad,Tablet,data anaytics training
A1728,data analytics course,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,2024-11-24,hyderabad,Tablet,data analitics online
A1729,data analytics course,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,2024-11-17,hyderabad,Mobile,data analytics course
A1730,data analytics course,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,2024-11-28,hyderabad,Tablet,data analytics course
A1731,data analytics course,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,2024-11-01,hyderabad,Tablet,data anaytics training
A1732,data analytics course,92.0,4296.0,239.12,11.0,10.0,0.0489792299898682,1169.0,2024-11-02,hyderabad,Tablet,data anaytics training
A1733,data analytics course,190.0,3567.0,249.26,24.0,7.0,0.057,1517.0,2024-11-26,hyderabad,Desktop,data analitics online
A1734,data analytics course,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,2024-03-11,hyderabad,Desktop,analytics for data
A1735,data analytics course,144.0,4523.280832678712,186.47,29.0,8.0,0.056,1437.0,2024-11-29,hyderabad,Mobile,data analytics course
A1736,data analytics course,117.0,4630.0,196.66,15.0,8.0,0.0489792299898682,1361.0,2024-11-17,hyderabad,Desktop,online data analytic
A1737,data analytics course,160.0,3448.0,210.38,19.0,7.0,0.044,1705.0,2024-11-14,hyderabad,Desktop,data analytics course
A1738,data analytics course,146.0,5297.0,198.89,30.0,8.0,0.055,2000.0,2024-11-02,hyderabad,Desktop,data anaytics training
A1739,data analytics course,175.0,3818.0,190.89,30.0,10.0,0.039,1088.0,2024-11-10,hyderabad,Tablet,data analitics online
A1740,data analytics course,122.0,4791.0,223.16,12.0,4.0,0.033,1246.0,2024-05-11,hyderabad,Tablet,learn data analytics
A1741,data analytics course,85.0,3713.0,225.74,23.0,5.0,0.047,1867.0,2024-11-24,hyderabad,Tablet,data analitics online
A1742,data analytics course,167.0,3634.0,202.75,30.0,10.0,0.06,1503.0,2024-11-23,hyderabad,Desktop,data anaytics training
A1743,data analytics course,158.0,3025.0,180.5,24.0,9.0,0.0489792299898682,1725.0,2024-11-26,hyderabad,Tablet,data anaytics training
A1744,data analytics course,176.0,5868.0,184.46,24.0,4.0,0.023,1229.0,2024-11-20,hyderabad,Desktop,data analytics course
A1745,data analytics course,111.0,3050.0,208.87,10.0,7.0,0.063,1774.0,2024-11-26,hyderabad,Tablet,analytics for data
A1746,data analytics course,186.0,5301.0,215.09062325209752,14.0,9.0,0.0489792299898682,1230.0,2024-11-17,hyderabad,Desktop,learn data analytics
A1747,data analytics course,177.0,3042.0,239.64,26.0,4.0,0.023,1646.0,2024-11-20,hyderabad,Mobile,data analytics course
A1748,data analytics course,150.0,5272.0,239.06,13.0,9.0,0.06,1232.0,2024-01-11,hyderabad,Desktop,online data analytic
A1749,data analytics course,160.0,4279.0,191.56,22.0,10.0,0.039,1234.0,2024-12-11,hyderabad,Mobile,data analytics course
A1750,data analytics course,147.0,5659.0,188.07,22.0,4.0,0.045,1796.0,2024-11-25,hyderabad,Mobile,analytics for data
A1751,data analytics course,198.0,4816.0,224.96,21.0,4.0,0.042,1601.0,2024-05-11,hyderabad,Mobile,online data analytic
A1752,data analytics course,145.0,3874.0,215.09062325209752,10.0,10.0,0.069,1153.0,2024-11-30,hyderabad,Mobile,data anaytics training
A1753,data analytics course,94.0,5221.0,225.23,17.0,3.0,0.036,1209.0,2024-11-19,hyderabad,Tablet,learn data analytics
